sample_id,original_text,reference_summary,generated_summary,rouge-1-p,rouge-1-r,rouge-1-f,rouge-2-p,rouge-2-r,rouge-2-f,rouge-l-p,rouge-l-r,rouge-l-f,bleu
58,1月21日中午12时许，在海口市金盘路与金牛路交叉路发生一起交通事故，一辆车牌号为琼A·FB0X5的奔腾B50轿车将53岁的王女士撞伤。当时交警及刑警人员都赶到现场处理，但后来肇事车辆却被海口市公安局开发区分局的刑警部门拖走……,怪事：车祸肇事车辆竟被刑警拖走,1月21日中午12时许，在海口市金盘路与金牛路交叉路发生一起交通事故，一辆车牌号为琼A·FB0X5的奔腾B50轿车将53岁的王女士撞伤。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,中国有个习大大，做梦都想见到他!可以说，海南是在习大大心目中占据着特殊位置的，他曾前后三次来海南，每次都给岛民们带来不同的惊喜和问候。这不，再过两个多月，博鳌亚洲论坛2015年年会举行，习大大又要来海南看我们了，岛民们不要太激动哦！,习大大又要来海南看我们了,中国有个习大大，做梦都想见到他!可以说，海南是在习大大心目中占据着特殊位置的，他曾前后三次来海南，每次都给岛民们带来不同的惊喜和问候。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012230008607350008
60,海口市拟新建一座南海明珠大桥，全长2343.5m。此外还将拟通过填海造地形成南海明珠人工岛，拟建的南海明珠大桥是联系人工岛的重要通道也是进出人工岛的唯一陆路通道。,海口要建南海明珠大桥啦,海口市拟新建一座南海明珠大桥，全长2343.5m。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08430118946484098
61,鳌亚洲论坛2015年年会于3月26日至29日在中国海南博鳌举行。3月28日早上将召开年会开幕式，届时中华人民共和国主席习近平和各国领导人将出席，博鳌亚洲论坛秘书长周文重致欢迎辞，论坛理事长福田康夫做主旨演讲,博鳌亚洲论坛2015年年会3月26日举行设73场讨论,鳌亚洲论坛2015年年会于3月26日至29日在中国海南博鳌举行。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32263864160302524
62,领导干部尊法学法守法用法，既靠自觉，也靠制度。要把能不能遵守法律、依法办事作为考察干部重要内容，抓紧对领导干部推进法治建设实绩的考核制度进行设计，把法治素养好、依法办事能力强的干部用起来。,人民日报评论员：领导干部要做尊法学法守法用法的模范,领导干部尊法学法守法用法，既靠自觉，也靠制度。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829559628326351
63,国家互联网信息办公室21日宣布，国家网信办、工业和信息化部、公安部、国家新闻出版广电总局联合启动“网络敲诈和有偿删帖”专项整治工作，力争用半年左右时间，着力解决这一损害群众利益、群众反映强烈的突出问题。,国家网信办等四部门专项治理网络敲诈和有偿删帖,国家互联网信息办公室21日宣布，国家网信办、工业和信息化部、公安部、国家新闻出版广电总局联合启动“网络敲诈和有偿删帖”专项整治工作，力争用半年左右时间，着力解决这一损害群众利益、群众反映强烈的突出问题。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088545417146297
64,海口15岁少女小意失踪半年后，案情终于有了进展。嫌疑人林某向警方供认：他将少女小意杀死在海口海甸岛一处工地上。警方根据供词线索，在工地找到一具尸体……他是谁？他为何如此狠心杀死少女小意？,海口15岁失踪少女小意找到了！只是她再也不能回家,警方根据供词线索，在工地找到一具尸体…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01571650849186369
65,一段时间以来，有人提出似是而非的观点，热衷于讨论“党大”还是“法大”，把“党”和“法”人为地对立起来割裂开来。对此，作为领导干部一定要表明政治态度，坚定政治立场，绝不能让“党大还是法大”这个伪命题干扰政治定力,新华社：绝不许“党大还是法大”伪命题干扰政治定力,一段时间以来，有人提出似是而非的观点，热衷于讨论“党大”还是“法大”，把“党”和“法”人为地对立起来割裂开来。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017313061339977776
66,儋州地处海南西部，气候宜人，常年平均气温23度，空气质量好。今年年底，西环高铁将会通车，目前，儋州的房价在全岛来说偏低。儋州那大中心城区的房价均价5000多元，而白马井滨海新区这边的均价在5800元左右。亲！带好信用卡来吧！,在儋州置业准没错,今年年底，西环高铁将会通车，目前，儋州的房价在全岛来说偏低。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013679192123121896
67,清香的米粉拌上滑而不腻的卤汁，再佐以秘制牛肉干和各色配菜，吃一碗地道的手工制龙塘粉不需要跑到龙塘去。在2015年第二届海南年货展暨迎春庙会上，就能尝到龙塘粉世家第五代传人王世伯亲手为您做的龙塘粉。,百年龙塘粉开到年货展,在2015年第二届海南年货展暨迎春庙会上，就能尝到龙塘粉世家第五代传人王世伯亲手为您做的龙塘粉。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008301095462822575
68,冬天来三亚看海，自拍神器还怕没流量？1月20日，细心的游客发现可以在三亚湾海月广场、大小洞天景区附近通过手机接入“无线三亚”WiFi网络，刷朋友圈不怕没流量。三亚还将免费WiFi逐步扩大三亚湾、大东海、亚龙湾、海棠湾等公共海滩,三亚海滩有免费WIFI海边自拍还怕没流量？,1月20日，细心的游客发现可以在三亚湾海月广场、大小洞天景区附近通过手机接入“无线三亚”WiFi网络，刷朋友圈不怕没流量。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012069505116436091
69,为应对即将到来的春运高峰，20日起，海口港在原有8个定点航班的基础上新增4个定点航班，时间段：每天01：30-24：00。各位旅客可拨打热线电话订票，同时海口港将实行滚动发班，每小时发2-5个航班。,海口港今日起再增四个定点航班,为应对即将到来的春运高峰，20日起，海口港在原有8个定点航班的基础上新增4个定点航班，时间段：每天01：30-24：00。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014188431559477634
70,2015年26岁至35周岁的“80后”小伙伴们，今年是二代居民身份证大批量换证的一年，赶紧拿出你们的身份证看看，是不是快到有效期了?如你的身份证已到有效期，请尽快到其户籍所在地公安分局办证中心或派出所办理换发手续吧。,80后，你该换身份证了！,2015年26岁至35周岁的“80后”小伙伴们，今年是二代居民身份证大批量换证的一年，赶紧拿出你们的身份证看看，是不是快到有效期了?如你的身份证已到有效期，请尽快到其户籍所在地公安分局办证中心或派出所办理换发手续吧。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008608987765421757
71,作为最高法有史以来条文最多、篇幅最长的司法解释，民诉法司法解释共２３章５５２条，对人民法院适用民事诉讼法的相关问题作了全面系统、明确具体的规定。这部“史上最长司法解释”有何看点？从以下七个关键词可窥一斑。,七个关键词看民诉法司法解释,这部“史上最长司法解释”有何看点？,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023980296761827107
72,马鲛鱼、大对虾、红石斑鱼、鲍鱼、大白鲳鱼、海立鱼等几十种来自三沙纯净海域的美味，将在2015年海报集团年货展上高调来袭，三沙当地流传这样一句话：“三沙归来不看海，三沙品完不吃鲜。”话不多说→_→#2015海南年货展#等你来,三沙优质海鲜产品重磅来袭,”话不多说→_→#2015海南年货展#等你来,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,谢先生，日前接到厂家通知，将于2015年2月对他购买的速腾汽车召回进行打补丁处理。此举引起谢先生的质疑，据称，厂家召回的新速腾汽车，不更换有隐患的耦合杆式后悬架，而是在其上面安装金属衬板，汽车的隐患还是没有彻底地消除。,大众新速腾补丁方案引车主质疑,谢先生，日前接到厂家通知，将于2015年2月对他购买的速腾汽车召回进行打补丁处理。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,最高法今日公布《民诉法司法解释》。根据这部司法解释，网上聊天记录、博客、微博客、手机短信、电子签名、域名等形成或者存储在电子介质中的信息可以视为民事案件中的证据。自2月4日起实施。,短信、微博、网聊记录等可作民事案件证据,最高法今日公布《民诉法司法解释》。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,海南省小学从2015年1月31日起、中学从2015年2月7日起开始放寒假，中小学下学期报名注册时间为2015年2月28至3月1日，正式上课时间为3月2日。海南省教育厅要求，各中小学校一律不得利用寒假时间，组织学生进行集体补,海南中小学放假时间出炉了,海南省小学从2015年1月31日起、中学从2015年2月7日起开始放寒假，中小学下学期报名注册时间为2015年2月28至3月1日，正式上课时间为3月2日。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004649189828106597
76,1月19日，得胜沙路步行街街道办收取费用，允许流动摊贩在此营业，引发得胜沙路业主集体停业。得胜沙路是禁止流动摊贩在此营业的。经过调查，收取费用的行为是临时工私自行为，收取流动摊贩的费用已全部返还，业主们已经正常营业。,又是临时工？海口得胜沙路业主集体讨权利！,得胜沙路是禁止流动摊贩在此营业的。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040282619279694225
77,1月16日，省委常委、政法委书记、常务副省长毛超峰在海口主持召开中央驻琼单位座谈会，就将提交今年两会审议的《政府工作报告(征求意见稿)》征求意见建议。据悉，这是毛超峰首次以海南省常务副省长身份在媒体上亮相。,毛超峰任海南省常务副省长,1月16日，省委常委、政法委书记、常务副省长毛超峰在海口主持召开中央驻琼单位座谈会，就将提交今年两会审议的《政府工作报告(征求意见稿)》征求意见建议。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01054040505861668
78,“感动海南”人物评选已开展几年，一个个闪亮的名字和群体，用他们爱和正能量感动着所有人，传播着爱和正能量，弘扬着人性之美。在他们身上，我们看到了坚强和毅力，更看到了爱与责任，激励着我们每一个人,“感动海南”：以草根情怀弘扬人性之美,“感动海南”人物评选已开展几年，一个个闪亮的名字和群体，用他们爱和正能量感动着所有人，传播着爱和正能量，弘扬着人性之美。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07298084704133995
79,有村民举报，称三亚市南丁村一名村干部嫁女儿大摆宴席。记者暗访发现虽是在村里自办酒席，但婚宴酒桌数目在50桌以上。三亚市纪委表示，据中央规定，各级党员干部，包括村干部在内，办婚宴、乔迁、生日等酒宴都必须在6桌以内…,三亚村干部嫁女摆50多桌宴席遭举报超标了,记者暗访发现虽是在村里自办酒席，但婚宴酒桌数目在50桌以上。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010802314890908065
80,“蜀生走了！”1月17日早晨6时许，一群熬夜写稿的记者和夜班编辑们在熟睡中被手机铃声惊醒。从四川省自贡日报到海南日报，32年从未间断过心中的新闻理想，临退休之际受命创建海南日报全媒体视觉中心，打造上百块示范新闻版。,海南“报痴”王蜀生走了：一生玩命干新闻刚退休,”1月17日早晨6时许，一群熬夜写稿的记者和夜班编辑们在熟睡中被手机铃声惊醒。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575731225158965
81,今日上午8点左右，海口一辆客运中巴车在海口红城湖烟草公司附近发生自燃，所幸的是车上4名乘客及时逃生，没有造成无人员伤亡。记者向现场民警了解到，车子自燃起火有可能是因为线路短路导致，但具体原因还在调查当中。,海口一客运中巴车发生自燃，只剩“骨架”,今日上午8点左右，海口一辆客运中巴车在海口红城湖烟草公司附近发生自燃，所幸的是车上4名乘客及时逃生，没有造成无人员伤亡。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03566087490853475
82,今天上午，有市民向南海网记者反映，海口金盘头铺菜市场路边一家“双汇”的猪肉摊被砸了，原因是这里的肉价太便宜。记者来到摊位，现场一片狼藉，帐篷已被拆断，猪肉零散一地，电子称也被砸坏。这...猪肉卖得便宜也不行？,海口：路边猪肉太便宜被砸了,记者来到摊位，现场一片狼藉，帐篷已被拆断，猪肉零散一地，电子称也被砸坏。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010862721615727716
